,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
4803,Honda WR-V i-VTEC,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5
4804,Jeep Compass 2.0,2017,1650000,69123,Diesel,Dealer,Manual,First Owner,17.1,1956.0,170.0,5
4805,Honda Brio V,2012,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5
4806,Ford Ecosport 1.5,2017,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5
4807,Hyundai i20 Sportz,2014,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197.0,82.85,5
4808,Maruti Swift VDI,2018,755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5
4809,Audi A6 35,2019,6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798.0,187.74,5
4810,Audi A6 35,2019,5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798.0,187.74,5
4811,Audi A6 35,2019,6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26,1798.0,187.74,5
4812,Toyota Fortuner 3.0,2010,1050000,220000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7
4813,Mahindra XUV500 W8,2015,1050000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7
4814,Maruti Baleno Alpha,2018,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5
4815,Maruti Swift VDI,2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5
4816,Maruti Baleno Sigma,2017,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
4817,Maruti Swift Dzire,2015,450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5
4818,Maruti Alto K10,2011,235000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
4819,Maruti Swift Dzire,2013,550000,240000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
4820,Skoda Rapid 1.6,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5
4821,Tata Tigor 1.2,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5
4822,Renault Triber RXT,2019,600000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7
4823,Maruti Vitara Brezza,2016,610000,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
4824,Hyundai i20 1.2,2017,690000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
4825,Tata Nexon 1.2,2018,790000,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5
4826,Maruti Alto K10,2014,254999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5
4827,Honda Jazz 1.2,2016,500000,41000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5
4828,Mahindra Bolero SLX,2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
4829,Tata Sumo CX,2008,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68.0,9
4830,Mahindra Bolero SLX,2007,245000,110000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7
4831,Volkswagen Vento 1.5,2015,515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5
4832,Hyundai i10 Magna,2009,160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5
4833,Maruti Alto LX,2007,110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
4834,Maruti Swift LDI,2014,360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
4835,Hyundai Verna Transform,2011,260000,90000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5
4836,Maruti Alto LXi,2007,128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
4837,Hyundai Verna 1.6,2015,600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5
4838,Toyota Fortuner 3.0,2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7
4839,Maruti Swift Dzire,2019,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
4840,Mahindra XUV500 W10,2015,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
4841,Chevrolet Spark 1.0,2008,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5
4842,Maruti Ignis 1.2,2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5
4843,Maruti SX4 Zxi,2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5
4844,Maruti 800 AC,2009,125000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
4845,Hyundai Grand i10,2017,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
4846,Maruti Alto LXi,2007,150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5
4847,Mahindra Scorpio Intelli,2017,891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7
4848,Toyota Innova 2.5,2015,1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7
4849,Maruti Baleno RS,2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5
4850,Hyundai i20 Magna,2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5
4851,Toyota Innova 2.5,2013,800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
4852,Mahindra Logan Petrol,2010,200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75.0,5
4853,Maruti Ciaz VDi,2016,700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5
4854,Toyota Qualis FS,2002,229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446.0,75.0,10
4855,Honda Accord 2.4,2010,300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354.0,177.6,5
4856,Honda Mobilio S,2015,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,7
4857,Honda City 2017-2020,2007,210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5
4858,Maruti Ignis 1.2,2017,370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5
4859,Maruti Baleno Delta,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5
4860,Maruti Vitara Brezza,2020,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
4861,Tata Tiago 1.2,2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
4862,Honda City 1.3,2005,55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,5
4863,Tata Safari DICOR,2012,250000,118000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7
4864,Maruti Swift ZXI,2006,120000,44000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5
4865,Maruti Ertiga ZDI,2013,600000,50000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7
4866,Maruti Eeco 5,2016,330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5
4867,Hyundai i20 Sportz,2014,400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5
4868,Tata Indica V2,2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5
4869,Maruti Swift Dzire,2014,450000,100000,Petrol,Individual,Manual,Third Owner,19.1,1197.0,85.8,5
4870,Maruti Ertiga SHVS,2017,800000,55000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
4871,Maruti Celerio ZDi,2015,340000,40000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5
4872,Maruti Ritz VDi,2010,225000,64000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5
4873,Maruti Zen LXI,2002,55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5
4874,Maruti Ertiga SHVS,2016,900000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
4875,Volvo S60 D4,2014,2500000,30000,Diesel,Individual,Automatic,First Owner,9.0,1984.0,181.0,5
4876,Maruti Wagon R,2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
4877,Maruti Zen LXI,2004,70000,150000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5
4878,Tata Zest Revotron,2016,400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
4879,Tata Indigo LX,2012,185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405.0,70.0,5
4880,Maruti Wagon R,2006,140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
4881,Renault Lodgy 85PS,2015,415000,120000,Diesel,Individual,Manual,Second Owner,21.04,1461.0,83.8,7
4882,Mahindra Scorpio VLX,2012,532000,121779,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,8
4883,Maruti Baleno Delta,2017,600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
4884,Maruti SX4 Vxi,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586.0,104.68,5
4885,Maruti Swift LXI,2018,459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
4886,Maruti Vitara Brezza,2017,800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
4887,Mahindra Bolero SLX,2011,310000,5000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7
4888,Nissan Terrano XV,2014,475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5
4889,Maruti Wagon R,2016,310000,35000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5
4890,Maruti Alto K10,2018,350000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5
4891,Mahindra XUV500 W10,2019,1800000,10000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7
4892,Maruti Swift AMT,2018,640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5
4893,Maruti Wagon R,2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5
4894,Tata Nexon 1.2,2018,600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5
4895,Hyundai Verna 1.6,2015,575000,23000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5
4896,Mahindra Thar CRDe,2019,974000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6
4897,Maruti Wagon R,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5
4898,Maruti Ertiga VDI,2015,580000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7
4899,Hyundai Creta 1.4,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5
4900,Ford EcoSport 1.5,2015,600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5
4901,Ford Figo 1.2P,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5
4902,Maruti Zen Estilo,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061.0,64.0,5
4903,Maruti Celerio ZXI,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
4904,Hyundai Grand i10,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
4905,Maruti Vitara Brezza,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
4906,Hyundai Verna 1.6,2013,450000,50000,Petrol,Individual,Manual,Third Owner,17.01,1591.0,121.3,5
4907,Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5
4908,Maruti Ignis Zeta,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5
4909,Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5
4910,Maruti Zen Estilo,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5
4911,Maruti 800 AC,2004,120000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
4912,Maruti Eeco CNG,2012,220000,270000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5
4913,Hyundai EON 1.0,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5
4914,Honda City 2017-2020,2007,138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
4915,Maruti Swift Dzire,2010,231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5
4916,Mahindra XUV500 W8,2013,800000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7
4917,Mahindra XUV300 W8,2019,960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,108.6,5
4918,Maruti Wagon R,2009,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
4919,Maruti Wagon R,2012,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
4920,Maruti Ritz LXI,2011,200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5
4921,Maruti Swift VXI,2012,328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5
4922,Hyundai Verna 1.6,2012,432000,77000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5
4923,Volkswagen Polo 1.0,2019,565000,7000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5
4924,Maruti Eeco 5,2017,390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5
4925,Ford Figo 1.5D,2017,600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5
4926,Hyundai i20 1.4,2011,250000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5
4927,Chevrolet Spark 1.0,2011,165000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5
4928,Honda City 1.5,2011,421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5
4929,Hyundai Accent Executive,2012,225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495.0,93.7,5
4930,Nissan Sunny Diesel,2013,350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5
4931,Jeep Compass 2.0,2018,1757000,24000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5
4932,Maruti Baleno Zeta,2015,600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5
4933,Tata Tiago NRG,2018,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5
4934,Maruti 800 AC,1999,80000,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4
4935,Maruti SX4 S,2017,800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5
4936,Mahindra Scorpio 2.6,2004,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5,2179.0,120.0,7
4937,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5
4938,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
4939,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
4940,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
4941,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
4942,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
4943,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
4944,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5
4945,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
4946,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
4947,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
4948,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5
4949,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
4950,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5
4951,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
4952,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
4953,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
4954,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5
4955,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
4956,Maruti Wagon R,2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
4957,Maruti Wagon R,2015,400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5
4958,Fiat Grande Punto,2011,300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5
4959,Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Individual,Manual,Third Owner,13.5,2179.0,115.0,5
4960,Maruti Wagon R,2009,235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5
4961,Maruti Wagon R,2015,350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5
4962,Maruti Swift Dzire,2017,625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5
4963,Mahindra XUV500 W6,2014,525000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7
4964,Tata Tigor 1.2,2018,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5
4965,Mahindra Bolero 2011-2019,2015,550000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7
4966,Honda City 2017-2020,2006,200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
4967,Mahindra Xylo D2,2011,350000,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95.0,8
4968,Honda City 2017-2020,2006,220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
4969,Hyundai Grand i10,2016,412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
4970,Maruti Wagon R,2009,126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5
4971,Maruti Swift Dzire,2013,430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
4972,Maruti A-Star Vxi,2009,130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5
4973,Tata Tiago 1.2,2017,350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
4974,Maruti Alto LX,2011,220000,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5
4975,Mahindra Bolero DI,2011,380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7
4976,Ford Figo Diesel,2010,200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
4977,Toyota Fortuner 4x4,2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7
4978,Ford EcoSport 1.5,2015,610000,90000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5
4979,BMW X1 sDrive20i,2016,2500000,30000,Petrol,Individual,Automatic,Second Owner,15.71,1998.0,189.0,5
4980,Maruti Swift Dzire,2017,620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
4981,Maruti Omni Limited,2013,150000,66000,Petrol,Individual,Manual,First Owner,14.7,796.0,37.0,8
4982,Datsun GO Plus,2018,450000,80000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7
4983,Hyundai Creta 1.6,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5
4984,Mahindra KUV 100,2018,500000,60000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6
4985,Maruti Wagon R,2011,246000,139000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
4986,Maruti Eeco CNG,2017,400000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5
4987,Maruti 800 AC,2008,65000,10000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
4988,Ford Ecosport 1.5,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5
4989,Hyundai Verna 1.6,2014,736000,125000,Diesel,Individual,Automatic,First Owner,22.32,1582.0,126.32,5
4990,Maruti Swift Dzire,2018,700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
4991,Chevrolet Spark 1.0,2011,150000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5
4992,Maruti Alto LXi,2010,180000,80500,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
4993,Toyota Etios Liva,2014,409999,200000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5
4994,Mahindra Bolero 2011-2019,2013,550000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
4995,Maruti 800 AC,2004,50000,18000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
4996,Maruti Zen D,2006,80000,110000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5
4997,Maruti Alto LX,2005,110000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
4998,Honda City 2017-2020,2006,180000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5
4999,Maruti Swift Dzire,2017,605000,127000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
5000,Maruti Ertiga SHVS,2017,800000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7
5001,Hyundai i20 1.4,2011,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5
5002,Hyundai i20 Sportz,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5
5003,Hyundai Verna Xi,2008,160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5
5004,Ford Figo Diesel,2011,225000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
5005,Audi Q7 3.0,2009,1025000,120000,Diesel,Individual,Automatic,Third Owner,12.07,2967.0,241.4,7
5006,Tata Hexa XTA,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7
5007,Volkswagen Ameo 1.5,2018,560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5
5008,Maruti Vitara Brezza,2017,650000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5
5009,Mahindra XUV500 W7,2018,1150000,29000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7
5010,Maruti Baleno Delta,2016,480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5
5011,Ford EcoSport 1.5,2019,960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
5012,Mahindra XUV500 AT,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7
5013,Hyundai EON Era,2017,310000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
5014,Maruti Swift Dzire,2014,500000,60000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
5015,Maruti Alto K10,2017,350000,15500,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5
5016,Honda Amaze S,2015,365000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
5017,Mitsubishi Lancer 2.0,2008,165000,120000,Diesel,Individual,Manual,Third Owner,14.8,1998.0,68.0,5
5018,Tata Spacio Gold-10/6,2007,100000,120000,Diesel,Individual,Manual,Third Owner,14.6,2956.0,63.0,10
5019,Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
5020,Mahindra Marazzo M2,2019,925000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7
5021,Ford Figo Aspire,2018,590000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
5022,Tata Aria Pride,2013,525000,110000,Diesel,Individual,Manual,Second Owner,13.7,2179.0,138.1,7
5023,Toyota Innova 2.5,2014,720000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
5024,Renault Duster 110PS,2017,850000,50000,Diesel,Individual,Automatic,First Owner,19.6,1461.0,108.45,5
5025,Mahindra Scorpio VLS,2010,490000,110000,Diesel,Individual,Automatic,First Owner,11.79,2179.0,120.0,8
5026,Honda Amaze S,2013,325000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5
5027,Hyundai Verna CRDi,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5
5028,Mahindra Bolero 2011-2019,2012,450000,135000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
5029,Tata Indigo CS,2014,300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5
5030,Volkswagen Polo Diesel,2013,365000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5
5031,Mercedes-Benz New C-Class,2007,500000,120000,Petrol,Individual,Automatic,First Owner,11.7,1796.0,178.0,5
5032,Toyota Innova 2.5,2014,900000,112000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
5033,Hyundai Grand i10,2018,700000,35000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5
5034,Renault Duster 110PS,2017,880000,50000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5
5035,Toyota Innova 2.5,2014,700000,121000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,7
5036,Mahindra Scorpio 2009-2014,2009,380000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,7
5037,Toyota Corolla H2,2006,150000,90000,Petrol,Individual,Manual,Third Owner,13.4,1794.0,125.0,5
5038,Maruti Zen Estilo,2014,235000,70000,CNG,Individual,Manual,Second Owner,26.3,998.0,67.1,5
5039,Renault KWID 1.0,2018,320000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5
5040,Renault Duster 85PS,2015,550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5
5041,BMW 5 Series,2016,3200000,40000,Diesel,Individual,Automatic,First Owner,18.12,1995.0,190.0,5
5042,Toyota Innova 2.5,2013,750000,440000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7
5043,Mahindra TUV 300,2017,645000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7
5044,Maruti Wagon R,2015,300000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
